scope_type,scope_value,macro_feature,macro_gate,overlay_name,source_stage31c_rank_score,source_stage31c_decision,base_scope_events,base_events,base_pf_x4,base_pf_x6,base_total_x4,base_total_x6,base_win_rate_x4,base_median_x4,base_avg_x4,confirmed_events,confirmed_pf_x4,confirmed_pf_x6,confirmed_total_x4,confirmed_total_x6,confirmed_win_rate_x4,confirmed_median_x4,confirmed_avg_x4,years_tested,years_positive_x4,min_year_events,year_total_min,boot_p05_total_x4,boot_p05_total_x6,stress_0.05_total_x4,stress_0.05_pf_x4,stress_0.10_total_x4,stress_0.10_pf_x4,stress_0.20_total_x4,stress_0.20_pf_x4,lift_pf_x4,lift_total_x4,decision,rank_score
candidate_name,S23B_B_pb0.1_eff0.60_h180_tp0.6_sl0.65,real_yield_rank250,real_yield_rank250_le_q20,macro_only,145.418587075,STAGE31C_EXOGENOUS_AUDIT_CANDIDATE_REVIEW_ONLY,200,200,2.851412305366162,1.6534217890241731,255.23122,115.23122000000006,0.81,1.0293600000000005,1.2761561000000001,56,13.207420859552945,9.460106972688958,207.84427999999997,168.64428000000004,0.9285714285714286,2.171075,3.7115049999999994,4,4,4,7.4087200000000015,148.7949655,97.53128450000001,205.04428000000001,12.90314442188173,202.24428,12.605852384302592,196.64428000000004,12.03128116925445,10.356008554186783,-47.38694000000004,STAGE31D_HAS_CONFIRMED_EXOGENOUS_CANDIDATE_REVIEW_ONLY,202.06912967276475
family,london_oneway_continuation,real_yield_rank250,real_yield_rank250_le_q20,macro_only,144.957076,STAGE31C_EXOGENOUS_AUDIT_CANDIDATE_REVIEW_ONLY,200,200,2.851412305366162,1.6534217890241731,255.23122,115.23122000000006,0.81,1.0293600000000005,1.2761561000000001,56,13.207420859552945,9.460106972688958,207.84427999999997,168.64428000000004,0.9285714285714286,2.171075,3.7115049999999994,4,4,4,7.4087200000000015,137.49212500000002,99.53556950000002,205.04428000000001,12.90314442188173,202.24428,12.605852384302592,196.64428000000004,12.03128116925445,10.356008554186783,-47.38694000000004,STAGE31D_HAS_CONFIRMED_EXOGENOUS_CANDIDATE_REVIEW_ONLY,199.24341954776474
candidate_name,S23B_B_pb0.1_eff0.60_h180_tp0.6_sl0.65,real_yield_z60,real_yield_z60_le_q20,macro_only,132.254531875,STAGE31C_EXOGENOUS_AUDIT_CANDIDATE_REVIEW_ONLY,200,200,2.851412305366162,1.6534217890241731,255.23122,115.23122000000006,0.81,1.0293600000000005,1.2761561000000001,66,12.174412744189242,7.398380125795004,162.73856,116.53856000000003,0.9393939393939394,1.25243,2.4657357575757577,4,4,2,11.257360000000004,97.80472900000001,51.307706000000024,159.43856,11.799509601381786,156.13856,11.434628262104455,149.53856000000002,10.733365444071989,9.32300043882308,-92.49266,STAGE31D_HAS_CONFIRMED_EXOGENOUS_CANDIDATE_REVIEW_ONLY,171.42481397094622
family,london_oneway_continuation,real_yield_z60,real_yield_z60_le_q20,macro_only,132.4481865,STAGE31C_EXOGENOUS_AUDIT_CANDIDATE_REVIEW_ONLY,200,200,2.851412305366162,1.6534217890241731,255.23122,115.23122000000006,0.81,1.0293600000000005,1.2761561000000001,66,12.174412744189242,7.398380125795004,162.73856,116.53856000000003,0.9393939393939394,1.25243,2.4657357575757577,4,4,2,11.257360000000004,96.12156949999999,52.30644350000003,159.43856,11.799509601381786,156.13856,11.434628262104455,149.53856000000002,10.733365444071989,9.32300043882308,-92.49266,STAGE31D_HAS_CONFIRMED_EXOGENOUS_CANDIDATE_REVIEW_ONLY,171.0040240959462
candidate_name,S23B_B_pb0.1_eff0.60_h180_tp0.6_sl0.65,us10y_rank250,us10y_rank250_le_q30,london_q40_prior_q30,137.413841625,STAGE31C_EXOGENOUS_AUDIT_CANDIDATE_REVIEW_ONLY,200,200,2.851412305366162,1.6534217890241731,255.23122,115.23122000000006,0.81,1.0293600000000005,1.2761561000000001,48,10.43915701019991,7.719637805462013,188.80334,155.20334000000003,0.9166666666666666,2.21736,3.9334029166666666,3,3,4,9.347880000000005,119.749683,89.62923950000003,186.40334000000001,10.226910614420058,184.00333999999998,10.018825476151035,179.20334000000003,9.614658876442519,7.587744704833748,-66.42788000000002,STAGE31D_FRAGILE_CONFIRMED_DIAGNOSTIC_ONLY,166.61420780099957
family,london_oneway_continuation,us10y_rank250,us10y_rank250_le_q30,london_q40_prior_q30,137.768997325,STAGE31C_EXOGENOUS_AUDIT_CANDIDATE_REVIEW_ONLY,200,200,2.851412305366162,1.6534217890241731,255.23122,115.23122000000006,0.81,1.0293600000000005,1.2761561000000001,48,10.43915701019991,7.719637805462013,188.80334,155.20334000000003,0.9166666666666666,2.21736,3.9334029166666666,3,3,4,9.347880000000005,119.143799,80.35302250000002,186.40334000000001,10.226910614420058,184.00333999999998,10.018825476151035,179.20334000000003,9.614658876442519,7.587744704833748,-66.42788000000002,STAGE31D_FRAGILE_CONFIRMED_DIAGNOSTIC_ONLY,166.46273680099955
candidate_name,S23B_B_pb0.1_eff0.60_h180_tp0.6_sl0.65,us10y_rank250,us10y_rank250_le_q30,macro_only,134.52418145,STAGE31C_EXOGENOUS_AUDIT_CANDIDATE_REVIEW_ONLY,200,200,2.851412305366162,1.6534217890241731,255.23122,115.23122000000006,0.81,1.0293600000000005,1.2761561000000001,50,7.006711904856182,5.198923944223782,179.00469999999999,144.0047,0.88,2.18329,3.580094,3,3,4,9.347880000000005,113.51490050000002,65.85971500000002,176.5047,6.8637915695207905,174.00469999999999,6.723691957903712,169.0047,6.451627346150644,4.15529959949002,-76.22652000000002,STAGE31D_HAS_CONFIRMED_EXOGENOUS_CANDIDATE_REVIEW_ONLY,145.11369464928092
family,london_oneway_continuation,dxy_ret_5,dxy_ret_5_le_q30,london_q40_prior_q30,108.6577487,STAGE31C_EXOGENOUS_AUDIT_CANDIDATE_REVIEW_ONLY,200,200,2.851412305366162,1.6534217890241731,255.23122,115.23122000000006,0.81,1.0293600000000005,1.2761561000000001,30,14.633761279806414,9.828659233120751,97.35978,76.35978,0.9333333333333333,2.116,3.245326,3,3,2,2.2991400000000004,62.499083500000005,38.260145500000014,95.85978000000001,14.238326327011995,94.35978000000001,13.853664583412797,91.35977999999997,13.11494640025036,11.782348974440252,-157.87144,STAGE31D_FRAGILE_CONFIRMED_DIAGNOSTIC_ONLY,144.40151127403206
family,london_oneway_continuation,dxy_chg_5,dxy_chg_5_le_q30,london_q40_prior_q30,108.49298725,STAGE31C_EXOGENOUS_AUDIT_CANDIDATE_REVIEW_ONLY,200,200,2.851412305366162,1.6534217890241731,255.23122,115.23122000000006,0.81,1.0293600000000005,1.2761561000000001,30,14.633761279806414,9.828659233120751,97.35978,76.35978,0.9333333333333333,2.116,3.245326,3,3,2,2.2991400000000004,62.139213000000005,39.33448850000001,95.85978000000001,14.238326327011995,94.35978000000001,13.853664583412797,91.35977999999997,13.11494640025036,11.782348974440252,-157.87144,STAGE31D_FRAGILE_CONFIRMED_DIAGNOSTIC_ONLY,144.31154364903207
candidate_name,S23B_B_pb0.1_eff0.60_h180_tp0.6_sl0.65,dxy_ret_5,dxy_ret_5_le_q30,london_q40_prior_q30,108.63969325,STAGE31C_EXOGENOUS_AUDIT_CANDIDATE_REVIEW_ONLY,200,200,2.851412305366162,1.6534217890241731,255.23122,115.23122000000006,0.81,1.0293600000000005,1.2761561000000001,30,14.633761279806414,9.828659233120751,97.35978,76.35978,0.9333333333333333,2.116,3.245326,3,3,2,2.2991400000000004,60.47781749999999,41.32797000000002,95.85978000000001,14.238326327011995,94.35978000000001,13.853664583412797,91.35977999999997,13.11494640025036,11.782348974440252,-157.87144,STAGE31D_FRAGILE_CONFIRMED_DIAGNOSTIC_ONLY,143.89619477403207
candidate_name,S23B_B_pb0.1_eff0.60_h180_tp0.6_sl0.65,dxy_chg_5,dxy_chg_5_le_q30,london_q40_prior_q30,108.558051625,STAGE31C_EXOGENOUS_AUDIT_CANDIDATE_REVIEW_ONLY,200,200,2.851412305366162,1.6534217890241731,255.23122,115.23122000000006,0.81,1.0293600000000005,1.2761561000000001,30,14.633761279806414,9.828659233120751,97.35978,76.35978,0.9333333333333333,2.116,3.245326,3,3,2,2.2991400000000004,60.234007,42.034488500000016,95.85978000000001,14.238326327011995,94.35978000000001,13.853664583412797,91.35977999999997,13.11494640025036,11.782348974440252,-157.87144,STAGE31D_FRAGILE_CONFIRMED_DIAGNOSTIC_ONLY,143.83524214903207
family,london_oneway_continuation,us10y_rank250,us10y_rank250_le_q30,macro_only,134.586450775,STAGE31C_EXOGENOUS_AUDIT_CANDIDATE_REVIEW_ONLY,200,200,2.851412305366162,1.6534217890241731,255.23122,115.23122000000006,0.81,1.0293600000000005,1.2761561000000001,50,7.006711904856182,5.198923944223782,179.00469999999999,144.0047,0.88,2.18329,3.580094,3,3,4,9.347880000000005,101.0665645,69.67643350000002,176.5047,6.8637915695207905,174.00469999999999,6.723691957903712,169.0047,6.451627346150644,4.15529959949002,-76.22652000000002,STAGE31D_HAS_CONFIRMED_EXOGENOUS_CANDIDATE_REVIEW_ONLY,142.0016106492809
family,london_oneway_continuation,real_yield_ret_1,real_yield_ret_1_le_q30,macro_only,109.237381275,STAGE31C_EXOGENOUS_AUDIT_CANDIDATE_REVIEW_ONLY,200,200,2.851412305366162,1.6534217890241731,255.23122,115.23122000000006,0.81,1.0293600000000005,1.2761561000000001,28,10.298441121315577,6.916634303809712,96.68984,77.08984,0.9285714285714286,1.7056449999999999,3.4532085714285716,4,4,4,0.6421000000000019,56.6449255,36.12925600000002,95.28984,10.076519502786114,93.88984,9.858785677218478,91.08984,9.435416030004166,7.447028815949414,-158.54138,STAGE31D_REJECT_CONFIRMATION,128.9003889815779
candidate_name,S23B_B_pb0.1_eff0.60_h180_tp0.6_sl0.65,real_yield_ret_1,real_yield_ret_1_le_q30,macro_only,109.829501675,STAGE31C_EXOGENOUS_AUDIT_CANDIDATE_REVIEW_ONLY,200,200,2.851412305366162,1.6534217890241731,255.23122,115.23122000000006,0.81,1.0293600000000005,1.2761561000000001,28,10.298441121315577,6.916634303809712,96.68984,77.08984,0.9285714285714286,1.7056449999999999,3.4532085714285716,4,4,4,0.6421000000000019,55.44554349999999,37.36601050000001,95.28984,10.076519502786114,93.88984,9.858785677218478,91.08984,9.435416030004166,7.447028815949414,-158.54138,STAGE31D_REJECT_CONFIRMATION,128.6005434815779
candidate_name,S23B_B_pb0.1_eff0.60_h180_tp0.6_sl0.65,real_yield_ret_1,real_yield_ret_1_le_q30,london_q60_prior_q25,104.053141725,STAGE31C_EXOGENOUS_AUDIT_CANDIDATE_REVIEW_ONLY,200,200,2.851412305366162,1.6534217890241731,255.23122,115.23122000000006,0.81,1.0293600000000005,1.2761561000000001,22,9.5977073616387,7.119340066515951,89.40326,74.00326,0.9090909090909091,2.1670000000000003,4.063784545454546,4,3,2,-1.862759999999998,44.925788000000004,27.350816000000005,88.30326000000001,9.411035862266042,87.20326000000001,9.227886965136578,85.00326,8.871765522989305,6.746295056272537,-165.82796000000002,STAGE31D_REJECT_CONFIRMATION,111.80096180819349
family,london_oneway_continuation,real_yield_ret_1,real_yield_ret_1_le_q30,london_q60_prior_q25,104.4457467,STAGE31C_EXOGENOUS_AUDIT_CANDIDATE_REVIEW_ONLY,200,200,2.851412305366162,1.6534217890241731,255.23122,115.23122000000006,0.81,1.0293600000000005,1.2761561000000001,22,9.5977073616387,7.119340066515951,89.40326,74.00326,0.9090909090909091,2.1670000000000003,4.063784545454546,4,3,2,-1.862759999999998,44.89740700000001,31.963600000000003,88.30326000000001,9.411035862266042,87.20326000000001,9.227886965136578,85.00326,8.871765522989305,6.746295056272537,-165.82796000000002,STAGE31D_REJECT_CONFIRMATION,111.7938665581935
candidate_name,S23B_B_pb0.1_eff0.60_h180_tp0.6_sl0.65,us10y_ret_5,us10y_ret_5_le_q30,london_q40_prior_q30,104.245928,STAGE31C_EXOGENOUS_AUDIT_CANDIDATE_REVIEW_ONLY,200,200,2.851412305366162,1.6534217890241731,255.23122,115.23122000000006,0.81,1.0293600000000005,1.2761561000000001,30,8.951402606145118,6.228008645166759,82.68266,61.68266000000001,0.9333333333333333,2.1670000000000003,2.7560886666666664,3,3,4,8.04572,52.80538800000001,28.198822500000006,81.18266000000001,8.732786588560273,79.68266000000001,8.518295985280938,76.68266,8.10123257859888,6.0999903007789555,-172.54856,STAGE31D_FRAGILE_CONFIRMED_DIAGNOSTIC_ONLY,109.1631580307256
family,london_oneway_continuation,us10y_ret_5,us10y_ret_5_le_q30,london_q40_prior_q30,104.242541525,STAGE31C_EXOGENOUS_AUDIT_CANDIDATE_REVIEW_ONLY,200,200,2.851412305366162,1.6534217890241731,255.23122,115.23122000000006,0.81,1.0293600000000005,1.2761561000000001,30,8.951402606145118,6.228008645166759,82.68266,61.68266000000001,0.9333333333333333,2.1670000000000003,2.7560886666666664,3,3,4,8.04572,48.610681,30.338549000000015,81.18266000000001,8.732786588560273,79.68266000000001,8.518295985280938,76.68266,8.10123257859888,6.0999903007789555,-172.54856,STAGE31D_FRAGILE_CONFIRMED_DIAGNOSTIC_ONLY,108.1144812807256
family,london_oneway_continuation,real_yield_chg_5,real_yield_chg_5_le_q30,london_q40_prior_q30,104.377192575,STAGE31C_FRAGILE_POSITIVE_DIAGNOSTIC_ONLY,200,200,2.851412305366162,1.6534217890241731,255.23122,115.23122000000006,0.81,1.0293600000000005,1.2761561000000001,30,9.549923546665386,6.7555095986778,88.90638,67.90638000000001,0.9333333333333333,2.18329,2.963546,3,2,6,-0.8070799999999982,59.430162,34.677057500000004,87.40638000000001,9.32560651521646,85.90638,9.105522479596171,82.90638,8.677582997638561,6.698511241299224,-166.32484,STAGE31D_FRAGILE_CONFIRMED_DIAGNOSTIC_ONLY,107.67907223332693
candidate_name,S23B_B_pb0.1_eff0.60_h180_tp0.6_sl0.65,real_yield_chg_5,real_yield_chg_5_le_q30,london_q40_prior_q30,104.49328245,STAGE31C_FRAGILE_POSITIVE_DIAGNOSTIC_ONLY,200,200,2.851412305366162,1.6534217890241731,255.23122,115.23122000000006,0.81,1.0293600000000005,1.2761561000000001,30,9.549923546665386,6.7555095986778,88.90638,67.90638000000001,0.9333333333333333,2.18329,2.963546,3,2,6,-0.8070799999999982,59.07384950000001,32.98773350000001,87.40638000000001,9.32560651521646,85.90638,9.105522479596171,82.90638,8.677582997638561,6.698511241299224,-166.32484,STAGE31D_FRAGILE_CONFIRMED_DIAGNOSTIC_ONLY,107.58999410832693
candidate_name,S23B_B_pb0.1_eff0.60_h180_tp0.6_sl0.65,us10y_chg_5,us10y_chg_5_le_q30,london_q60_prior_q25,104.132410125,STAGE31C_EXOGENOUS_AUDIT_CANDIDATE_REVIEW_ONLY,200,200,2.851412305366162,1.6534217890241731,255.23122,115.23122000000006,0.81,1.0293600000000005,1.2761561000000001,28,8.668477184209262,6.09731406534729,79.74065999999999,60.14066,0.9285714285714286,2.175145,2.847880714285714,3,3,4,7.480860000000002,46.908325500000004,27.228691000000016,78.34066000000001,8.46208124970234,76.94066,8.259580129263577,74.14066000000001,7.865829513358338,5.8170648788431,-175.49056000000002,STAGE31D_REJECT_CONFIRMATION,105.23166529604632
family,london_oneway_continuation,us10y_chg_5,us10y_chg_5_le_q30,london_q60_prior_q25,104.02748775,STAGE31C_EXOGENOUS_AUDIT_CANDIDATE_REVIEW_ONLY,200,200,2.851412305366162,1.6534217890241731,255.23122,115.23122000000006,0.81,1.0293600000000005,1.2761561000000001,28,8.668477184209262,6.09731406534729,79.74065999999999,60.14066,0.9285714285714286,2.175145,2.847880714285714,3,3,4,7.480860000000002,45.82268400000001,27.82076000000001,78.34066000000001,8.46208124970234,76.94066,8.259580129263577,74.14066000000001,7.865829513358338,5.8170648788431,-175.49056000000002,STAGE31D_REJECT_CONFIRMATION,104.96025492104633
family,london_oneway_continuation,us10y_ret_5,us10y_ret_5_le_q30,london_q60_prior_q25,103.03845607499998,STAGE31C_EXOGENOUS_AUDIT_CANDIDATE_REVIEW_ONLY,200,200,2.851412305366162,1.6534217890241731,255.23122,115.23122000000006,0.81,1.0293600000000005,1.2761561000000001,26,8.35604173678896,5.940611094630675,76.49180000000001,58.29180000000001,0.9230769230769231,2.18329,2.941992307692308,3,3,2,4.232,46.296701000000006,25.24132500000001,75.19180000000001,8.162146973377151,73.8918,7.971911119498043,71.2918,7.60200953836181,5.5046294314227975,-178.73942,STAGE31D_REJECT_CONFIRMATION,102.3819239339448
candidate_name,S23B_B_pb0.1_eff0.60_h180_tp0.6_sl0.65,us10y_ret_5,us10y_ret_5_le_q30,london_q60_prior_q25,102.7725659,STAGE31C_EXOGENOUS_AUDIT_CANDIDATE_REVIEW_ONLY,200,200,2.851412305366162,1.6534217890241731,255.23122,115.23122000000006,0.81,1.0293600000000005,1.2761561000000001,26,8.35604173678896,5.940611094630675,76.49180000000001,58.29180000000001,0.9230769230769231,2.18329,2.941992307692308,3,3,2,4.232,43.682882500000005,24.88705800000001,75.19180000000001,8.162146973377151,73.8918,7.971911119498043,71.2918,7.60200953836181,5.5046294314227975,-178.73942,STAGE31D_REJECT_CONFIRMATION,101.72846930894481
candidate_name,S23B_B_pb0.1_eff0.60_h180_tp0.6_sl0.65,real_yield_chg_5,real_yield_chg_5_le_q30,london_q60_prior_q25,102.94746544999998,STAGE31C_FRAGILE_POSITIVE_DIAGNOSTIC_ONLY,200,200,2.851412305366162,1.6534217890241731,255.23122,115.23122000000006,0.81,1.0293600000000005,1.2761561000000001,26,8.95456267730923,6.468112048141713,82.71552,64.51552000000001,0.9230769230769231,2.6954300000000004,3.1813661538461537,3,2,4,-3.184219999999998,47.915144000000005,32.930262000000006,81.41552,8.75496690003334,80.11552000000002,8.559137613813277,77.51552,8.178359957401492,6.103150371943068,-172.5157,STAGE31D_REJECT_CONFIRMATION,99.64625538654614
family,london_oneway_continuation,real_yield_chg_5,real_yield_chg_5_le_q30,london_q60_prior_q25,102.793878375,STAGE31C_FRAGILE_POSITIVE_DIAGNOSTIC_ONLY,200,200,2.851412305366162,1.6534217890241731,255.23122,115.23122000000006,0.81,1.0293600000000005,1.2761561000000001,26,8.95456267730923,6.468112048141713,82.71552,64.51552000000001,0.9230769230769231,2.6954300000000004,3.1813661538461537,3,2,4,-3.184219999999998,47.7333815,30.914757000000016,81.41552,8.75496690003334,80.11552000000002,8.559137613813277,77.51552,8.178359957401492,6.103150371943068,-172.5157,STAGE31D_REJECT_CONFIRMATION,99.60081476154615
family,london_oneway_continuation,spx_chg_5,spx_chg_5_ge_q70,london_q60_prior_q25,101.0557118,STAGE31C_EXOGENOUS_AUDIT_CANDIDATE_REVIEW_ONLY,200,200,2.851412305366162,1.6534217890241731,255.23122,115.23122000000006,0.81,1.0293600000000005,1.2761561000000001,30,7.855006010482283,5.223052954268679,71.28178000000001,50.28178000000001,0.9333333333333333,1.6244300000000005,2.3760593333333335,3,3,8,8.856060000000003,37.222326499999994,16.679962000000017,69.78178,7.646833357146261,68.28178000000001,7.442589045619666,65.28178,7.045448904940502,5.003593705116121,-183.94943999999998,STAGE31D_FRAGILE_CONFIRMED_DIAGNOSTIC_ONLY,96.36514567741142
candidate_name,S23B_B_pb0.1_eff0.60_h180_tp0.6_sl0.65,spx_chg_5,spx_chg_5_ge_q70,london_q40_prior_q30,101.253593075,STAGE31C_EXOGENOUS_AUDIT_CANDIDATE_REVIEW_ONLY,200,200,2.851412305366162,1.6534217890241731,255.23122,115.23122000000006,0.81,1.0293600000000005,1.2761561000000001,30,7.855006010482283,5.223052954268679,71.28178000000001,50.28178000000001,0.9333333333333333,1.6244300000000005,2.3760593333333335,3,3,8,8.856060000000003,36.828583500000015,14.864469000000016,69.78178,7.646833357146261,68.28178000000001,7.442589045619666,65.28178,7.045448904940502,5.003593705116121,-183.94943999999998,STAGE31D_FRAGILE_CONFIRMED_DIAGNOSTIC_ONLY,96.26670992741143
